"N","CPMS","Denominacion_Procedimientos","II_NIVEL","III _NIVEL"
3191,"88240.02",Almacenamiento de células progenitoras hematopoyéticas (CPH) por unidad criopreservada,N/C,"1.37"
3192,"88240.03",Viabilidad celular con azul de tripán,,"5.48"
3193,"88261","Análisis de cromosomas; recuento de 5 células, 1 cariotipo, análisis del patrón de bandas",N/C,"97.73"
3194,"88271.01",Hibridación in situ con fluorescencia (FISH) del gen HER-2/Neu,N/C,"1008.99"
3195,"88271.02",Hibridacion in situ con fluorescencia (FISH) del gen ALK,N/C,"857.44"
3196,"88271.03",Hibridacion in situ con fluorescencia (FISH) del gen BCL2,N/C,"534.46"
3197,"88271.04",Hibridacion in situ con fluorescencia (FISH) del gen BCL6,N/C,"534.47"
3198,"88271.05",Hibridacion in situ con fluorescencia (FISH) del gen MYC,N/C,"534.47"
3199,"88292",Cariotipo + banda GTG de médula ósea,"204.77","204.77"
3200,"88293",Cariotipo + banda GTG de sangre periférica,"221.02","221.02"
3201,"88294",Cariotipo + banda GTG de tumores solidos,"129.22","129.22"
3202,"88299.01",Detección del Gen Tel/Aml1 por PCR en tiempo final,N/C,"104.95"
3203,"88299.02",Detección de mutaciones del dominio TK del Gen de Fusion BCR/ABL-KD P210,N/C,"307.29"
3204,"88299.03",Mucopolisacaridos en orina (GAG)s,N/C,"12.81"
3205,"88299.07",Detección y cuantificacion de virus hepatitis B,N/C,"340.04"
3206,"88299.08",Detección y cuantificacion de virus de BK virus,N/C,"340.04"
3207,"88299.09",Detección y cuantificacion de virus del Epstein Barr,N/C,"340.04"
3208,"88299.1",Detección F1pili/Pdgfra,N/C,"132.43"
3209,"88299.12",Detección y cuantificacion viral de hepatitis C,N/C,"340.04"
3210,"88299.13",Detección del gen de fusion Cbfb - Myh11,N/C,"109.46"
3211,"88299.14",Detección del gen fusion Plzf-Rar T (11:17),N/C,"104.96"
3212,"88299.15",Panel molecular leucemias linfaticas agudas - Celula B X PCR,N/C,"126.18"
3213,"88299.16",Detección Del Gen Mll/Af4 Por Pcr En Tiempo Final,N/C,"104.95"
3214,"88299.18",Detección del gen E2a/Pbx1 por PCR en tiempo final,N/C,"104.94"
3215,"88299.19",Detección y cuantificacion de Parvovirus B19,N/C,"339.9"
3216,"88299.2",Detección y cuantificacion del gen de fusion Cbfb/Myh11,N/C,"365.95"
3217,"88299.21",Detección de la mutacion A del gen Npm1 por análisis de fragmentos,N/C,"119.56"
3218,"88299.22",Detección de la mutacion Itd del gen Flt3 por análisis de fragmentos,N/C,"96.76"
3219,"88299.23",Panel molecular para leucemia mieloide aguda,N/C,"218.59"
3220,"88299.24",Detección de mutaciones en los exones 8 y 17 del gen C-Kit,N/C,"256.73"
3221,"88299.25",Detección de mutaciones del dominio TK del gen de fusion BCR/ABL-KD P190,N/C,"317.88"
3222,"88299.26",Detección del gen de fusion SIL/TAL,N/C,"104.76"
3223,"88299.27",Quimerismo pretrasplante (receptor y donante),N/C,"341.86"
3224,"88299.28","Detección de mutaciones en gen RET (exones 10, 11, 13, 14, 15 y 16) por secuenciamiento",N/C,"779.61"
3225,"88299.29",Análisis de clonalidad para linfoma de celulas T,N/C,"908.5"
3226,"88299.32",Detección de la pérdida de heterocigosidad 1p/19q mediante PCR múltiple,N/C,"181.8"
3227,"88299.33","Detección de mutaciones en gen VHL (exones 1, 2 y 3 por secuenciación)",N/C,"949.54"
3228,"88299.34",Detección del gen de fusion DEK/CAN,N/C,"131.98"
3229,"88299.35",Panel de detección de genes de fusion para sarcoma EWING,N/C,"201.33"
3230,"88299.36",Detección de genes de fusion para rabdomiosarcoma,N/C,"150"
3231,"88299.37",Detección de genes de fusion para sarcoma sinovial,N/C,"121.77"
3232,"88300",Nivel I: Estudio macroscopico de pieza operatoria,"9.78","9.78"
3233,"88301",Nivel I: Estudio macro y microscópico de pieza operatoria,"23.96","23.96"
3234,"88301.01",Nivel I: Estudio macro y microscópico de pieza operatoria grande,,"314.92"
3235,"88301.02",Nivel I: Estudio macro y microscópico de pieza operatoria mediana,,"81.96"
3236,"88301.03",Nivel I: Estudio macro y microscopico de pieza operatoria pequeña,"29.61","29.61"
3237,"88302","Nivel II: Estudio macro y microscopico de pieza operatoria
(Ver detalle a final del listado)","28.8","28.8"
3238,"88304",Nivel III: Estudio macro y microscopico de pieza operatoria (Ver detalle al final del listado),,"14.6144733605727"
3239,"88305",Nivel IV: Estudio macro y microscopico de pieza operatoria (Ver detalle al final del listado),,"14.6144733605727"
3240,"88307",Nivel V: estudio macro y microscopico de pieza operatoria (Ver detalle al final del listado),,"47.0764781784401"
3241,"88311",Procedimiento de descalcificacion (se lista separadamente además del código para el examen de patología quirúrgica),,"27.0823127305952"
3242,"88312","Tinciones especiales, incluyendo interpretación y reporte; Grupo I para microorganismos (p. ej. ácidoresistente, metenamina argéntica)","34.71","100.19"
3243,"88313","Tinciones especiales, incluyendo interpretación y reporte; Grupo II, todas las demás (p. ej. hierro, tricromo), excepto tinciones para microorganismos, tinciones para constituyentes enzimáticos, o inmunocitoquímica e inmunohistoquímica",N/C,"100.25"
3244,"88314.01",Tinción hematoxilina - eosina,"11.6","11.6"
3245,"88318",Estudio histopatologico de pieza operatoria con técnicas de inmunohistoquímica o inmunofluorescencia,"23.76","23.76"
3246,"88318.01",Estudio histopatologico de pieza operatoria grande: Biopsia quirúrgica,"88.29","88.29"
3247,"88318.02",Estudio histopatologico de pieza operatoria mediana: Biopsia quirúrgica,"59.19","59.19"
3248,"88318.03",Estudio histopatológico de pieza operatoria pequeña: Biopsia quirúrgica,"19.02","19.02"
3249,"88321",Consulta profesional e informe sobre láminas referidas (preparadas en otro lugar),,"15.0840880710896"
3250,"88323",Consulta profesional e informe sobre material referido que requiere la reparación de láminas,"27.6",
3251,"88329",Consulta de patología durante la Cirugía,,"12.9767931923264"
3252,"88333","Consulta de patología durante la cirugía que incluye evaluación citológica en el sitio inicial (p.ej., impronta, squash)",,"6.87"
3254,"88347","Estudio de inmunofluorescencia, cada anticuerpo; método indirecto","97.96","97.96"
3255,"88347.01",Determinacion AC IgM de Patogenos Atípicos y Virus Respiratorios,N/C,"112.9"
3256,"88348.01",Microscopia electrónica; diagnóstica - Pieza Menor,N/C,"86.76"
3257,"88348.02",Microscopia electrónica; diagnóstica - Pieza Mayor,N/C,"174.61"
3258,"88348.03",Microscopia electrónica; diagnóstica - Pieza Recuperada,N/C,"85.88"
3259,"88349.01","Microscopia electrónica; exploración de líquidos, suspensiones y otros",N/C,"150.72"
3253,"88342","Inmunohistoquímica o inmunocitoquímica, cada anticuerpo identificable por separado por bloque, preparación citológica, o frotis hematológico; primer anticuerpo identificable por lámina",N/C,"152.64"
3260,"88366",Estudio de biopsia quirúrgica,"19.02","19.02"
3261,"88367","Análisis morfométrico, hibridación in situ, cada prueba (cuantitativo o semi-cuantitativo), utilizando tecnología asistida por computadora",N/C,"330.02"
3262,"88370",Estudio de block cell,"10.98",
3263,"88388","Examen macroscópico, disección y preparación de tejido para estudios analíticos no microscópicos (p. ej. estudios moleculares basados en ácidos nucleicos); en simultáneo con una impronta de contacto, consulta operatoria o sección por congelación, cada preparación de tejido (p. ej. ganglio linfático único) (registrar separadamente además del código para el procedimiento principal)",N/C,"62.31"
3264,"89050","Recuento celular en líquidos corporales varios (p ej líquido cefalorraquídeo, líquido dearticulaciónes), excepto sangre","2.72","2.75"
3265,"89051","Recuento celular en líquidos corporales varios (p ej líquido cefalorraquídeo, líquido de articulaciónes), excepto sangre; con recuento diferencial","12.52","12.54"
3266,"89055","Evaluación de leucocitos, en heces, cualitativo o semicuantitativo","5.85","7.75"
3267,"89060.01",Test de Fern (prueba de helecho),"12.52","12.54"
3268,"89220","Obtención de muestras de esputo, inducida por técnica de aerosoles (procedimiento aparte)",,"3.12"
3269,"89240.01","Método de Lanetta (Prueba de ""flama"")","12.52","12.54"
3270,"89320","Análisis de semen; completo (volumen, recuento, motilidad y diferencial)","7.48","7.51"
3271,"90371","Inmunoglobulina de la hepatitis B (HBIg), humana, para uso intramuscular","5.74","5.74"
3272,"90375","Inmunoglobulina antirrábica (RIg), humana, para uso intramuscular y/o subcutáno","3.06","3.06"
3273,"90384","Inmunoglobulina Rho(D) (RhIg), humana, dosis completa, para uso intramuscular","3.06","3.06"
3274,"90399",Inmunoglobulinas que no aparecen en la lista,"5.74","5.74"
3275,"90471","Administración de inmunizacion (incluye inyecciones percutáneas, intradérmicas, subcutáneas, intramusculares y a chorro, y/o administración intranasal u oral); primera vacuna (única o combinación de vacuna y toxoide)","2.32","2.32"
3276,"90474",Administración de inmunizacion por via intranasal u oral; cada inyección adicional (vacunacion única o combinada/toxoide) (lístelo separadamente además de poner el código del procedimiento primario),"2.38","2.38"
3277,"90585","Vacuna viva de bacilo de Calmette-Guérin (BCG) contra la tuberculosis, para uso percutáneo","2.38","2.38"
3278,"90586","Vacuna viva del bacilo de Calmette-Guérin (BCG) para cáncer de vejiga, para uso intravesical",N/C,"1.96"
3279,"90648","Vacuna contra el Hemophilus influenzae tipo B (Hib), conjugada PRP-T (esquema de 4 dosis), para uso intramuscular","13.41","13.41"
3280,"90649","Vacuna contra virus papilloma humano (HPV), tipos 6, 11,16, 18 (cuadrivalente), esquema de 3 dosis, para uso intramuscular","2.38","2.38"
3281,"90649.01","Vacuna contra el virus papiloma humano (4vHPV), tipos 6, 11, 16 y 18 (tetravalente), 2 dosis, para uso intramuscular","37.27","37.27"
3282,"90657","Vacuna contra virus de la influenza, trivalente, virus aislado, cuando se administra a niños de 6-35 meses de edad, para uso intramuscular","2.38","2.38"
3283,"90658","Vacuna contra virus de la influenza, trivalente, virus aislado, cuando se administra a personas de 3 años de edad o mayores, para uso intramuscular","2.38","2.38"
3284,"90669","Vacuna conjugada contra neumococo, heptavalente, para uso intramuscular","2.38","2.38"
3285,"90670","Vacuna conjugada de neumococo, valente por 13, para uso intramuscular","72.24","72.24"
3286,"90675","Vacuna contra rabia, para uso intramuscular","2.38","2.38"
3287,"90676","Vacuna contra rabia, para uso intradérmico","2.38","2.38"
3288,"90681","Vacuna contra rotavirus humano, atenuada, esquema de 2 dosis, vivo, para uso oral","2.38","2.38"
3289,"90701",Administración de DPT,"2.38","2.38"
3290,"90702","Toxoides de la difteria y del tétanos (DT), adsorbida, para individuos menores de 7 años, para uso intramuscular","2.38","2.38"
3291,"90703","Toxoide tetánico adsrobido, para uso intramuscular","4.74","4.74"
3292,"90707","Vacuna viva contra virus del sarampión, parotiditis y rubéola (MMR), para uso subcutánea","2.38","2.38"
3293,"90708","Vacuna viva contra virus del sarampión y rubéola, para uso subcutánea","2.38","2.38"
3294,"90711",Administración de vacuna contra sarampión,"2.38","2.38"
3295,"90712","Vacuna viva contra poliovirus (cualquier tipo) (OPV), para uso oral","2.38","2.38"
3296,"90713","Vacuna contra poliovirus, inactivada (IPV), para uso subcutáneo o intramuscular","2.38","2.38"
3297,"90714","Toxoide tetánico y diftérico (Td) adsorbido, libre de preservante, cuando se administra en individuos de 7 años o mayores, para uso intramuscular","63.83","63.83"
3298,"90715","Vacuna para tétanos, toxoide diftérico y vacuna acelular de pertusis (TDAP), cuando se administra a individuos de 7 años o mas, para uso intramuscular","63.83","63.83"
3299,"90716","Vacuna viva de virus de la varicela, para uso subcutáneo","81.72","81.72"
3300,"90717","Vacuna viva contra fiebre amarilla, para uso subcutáneo","2.38","2.38"
3301,"90722",Vacuna DPT-HvB-HiB,"8.83","8.83"
3302,"90723","Difteria, toxoide tetánico, vacuna contra pertusis acelular, hepatitis B, y vacuna contra poliovirus, inactivada (DtaP-HBV-IPV), para uso intramuscular","2.38","2.38"
3303,"90740","Vacuna contra Hepatitis B, dosis para paciente de dialisis o inmunosuprimido (esquema de 3 dosis), para uso intramuscular","4.8","4.8"
3304,"90744","Vacuna contra hepatitis B, dosis pediátrica/adolescente (esquema de 3 dosis), para uso intramuscular","2.38","2.38"
3305,"90746","Vacuna contra hepatitis B, dosis adulta (esquema de 3 dosis), para uso intramuscular","2.38","2.38"
3306,"90747","Vacuna contra hepatitis B, dosis para pacientes en diálisis o inmunosuprimido (esquema de 4 dosis), para uso intramuscular","2.38","2.38"
3307,"90780","Infusión intravenosa para diagnóstico o terapia, administrada por el médico o bajo su Supervisión directa","8.52","11.92"
3308,"90782","Inyección profiláctica, diagnóstica o terapéutica; subcutánea o intramuscular","2.32","3.75"
3309,"90783","Inyección profiláctica, diagnóstica o terapéutica; intraarterial","3.24","3.24"
3310,"90784","Inyección profiláctica, diagnóstica o terapéutica, intravenosa","2.56","2.56"
3311,"90788",Inyección intramuscular de antibiótico (especifique),,"0.92"
3312,"90801",Entrevista Psiquiatrica de diagnóstico,"14.37","14.37"
3313,"90804","Psicoterapia individual, en consultorio ambulatorio o hospitalización, orientada a modificar y/o dar soporte al comportamiento, que dura aproximadamente 45 a 60 minutos cara a cara con el paciente","5.73","5.73"
3314,"90805",Atención Psiquiátrica con sesión de psicoterapia,"10.83","10.83"
3315,"90806","Psicoterapia individual, de soporte, psicodinámica, psicoeducativa, de afronte cognitivo conductual de 45-60 minutos de duracion, cara a cara realizado por psicologo","10.81","10.81"
3316,"90806.01",Estudio Psicológico Inicial,"5.77","5.77"
3317,"90806.03",Reevalucion Psicológica,"5.77","5.77"
3318,"90806.04",Evaluación Psicológica (incluye aplicación de test - Psicometría),"6.12","6.12"
3319,"90806.05",Evolución Psicológica,"4.57","4.57"
3320,"90806.06",Seguimiento en terapias,"5.73","5.73"
3321,"90806.07","Visita (domiciliaria, escolar, laboral, entre otros)","3.49","3.6"
3322,"90834","Psicoterapia, 45 minutos con el paciente y/o miembro de la familia","5.73","5.73"
3323,"90846",Sesión de psicoterapia de familia (sin el usuario de salud presente) realizado por médico,"8.22","8.22"
3324,"90847",Psicoterapia de la familia (psicoterapia conjunta) (con el usuario de salud presente),"8.22","8.22"
3325,"90849",Sesión de psicoterapia de grupo que incluye múltiples grupos familiares,"11.4","11.4"
3326,"90853",Psicoterapia de grupo (relizado por medico),"11.39","11.39"
3327,"90857",Psicoterapia interactiva de grupo,"8.34","8.34"
3328,"90860",Psicoterapia cognitivo conductual,"13.01","13.01"
3329,"90861",Terapia de relajacion,"8.39","8.39"
3330,"90870",Terapia electroconvulsiva (incluye el monitoreo necesario),"22.52","22.52"
3331,"90872",Taller de habilidades sociales,"30.62","30.62"
3332,"90874",Tratamiento Electroplexia sin sedación,"9.27","9.3"
3333,"90885","Evaluación psiquiátrica de la historia clínica, otros reportes psiquiátricos, psicométricos, pruebas proyectivas y otros datos acumulados con propositos de diagnóstico médico","4.41","4.43"
3334,"90887","Interpretación o explicación de los resultados de exámenes médicos, psiquiátricos y procedimientos, o de otro tipo de datos acumulados a la familia u otras personas responsables, o para informarles cómo ayudar a al paciente","5.56","5.56"
3335,"90935",Procedimiento de hemodiálisis cronica con una sola Evaluación médica por médico u otro profesional de la salud calificado,"288.7","288.7"
3336,"90937",Procedimiento de hemodiálisis que requiere repetida(s) Evaluación(es) con o sin una revisión médica substancial de la prescripción de la diálisis,"285.77","285.77"
3337,"90945","Diálisis, con excepción de hemodialisis (p ej diálisis peritoneal, hemofiltracion, u otras terapias renales continuas del reemplazo), con una sola Evaluación médica u otro profesional de la salud calificado","149.6","151.66"
3338,"90951","Servicios mensuales asociados a enfermedad renal terminal (ESRD), para usuario de salud menores de 2 años de edad, incluyendo el monitoreo de la suficiencia de la nutricion, Evaluación del crecimiento y desarrollo, y consejería de padres; con 4 o más visitas cara a cara con el médico u otro profesional de la salud calificado, por mes","136.16","136.17"
