"Codigo","Nombre"
"99301.01",Monitoreo de presión arterial invasiva
"99301.02",Monitoreo de la presión de la arteria pulmonar
"99302",Monitoreo de gasto cardiaco contínuo por sonda esofágica método Doppler/ día
"99304","Evaluación y manejo iniciales, por día, de usuario de salud en servicio de cuidados de enfermeria, que requiere estos tres elementos clave: 1) Una anamnesis detallada; 2) Un examen físico completo; y 3) una toma de decisiones médica sencilla o de baja complejidad"
"99305",Atención paciente-día cuidados intermedios
"99306","Evaluación y manejo iniciales por día, dentro de una institucion de cuidados de enfermeria nivel y categoría III"
"99309","Evaluación y manejo iniciales, por día, de un usuario de salud que está dentro de una institucion de cuidados de enfermeria, en psiquiatria"
"99310","Evaluación y manejo iniciales, por día, de un usuario de salud que está dentro de una institucion de cuidados de enfermeria, en rehabilitacion"
"99315",Gestion del alta de una institucion de cuidados de enfermería que demora 30 minutos o menos
"99316",Gestion del alta de una institucion de cuidados de enfermería que demora más de 30 minutos
"99307","Evaluación y manejo iniciales, por día, para la Evaluación y manejo de un usuario de salud en institucion de cuidados de enfermeria, que requiere al menos 2 de estos tres elementos clave: 1) anamnesis enfocada en el problema de salud; 2) examen físico enfocado e"
"99308","Evaluación y manejo iniciales, por día, de usuario de salud que está en una institucion de cuidados de enfermeria, que requiere al menos 2 de estos tres elementos clave: 1) anamnesis amplificada enfocada en el problema de salud; 2) examen físico ampliado enfocado"
"99325","Evaluación y manejo de un usuario de salud nuevo en asilos, casas de reposo, hogares de usuario de salud de adulto mayor, hogares infantiles orfanatos, guarderías o similares, que no tiene enfermedad"
"99326","Evaluación y manejo de un usuario de salud nuevo en asilos, casas de reposo, hogares de usuario de salud de adulto mayor, hogares infantiles orfanatos, guaderíasorfanatos, guarderías o similares, de gravedad leve"
"99327","Evaluación y manejo de un usuario de salud nuevo en asilos, casas de reposo, hogares de usuario de salud de adulto mayor, hogares infantiles orfanatos, guaderías o similares, de gravedad moderada"
"99328","Evaluación y manejo de un usuario de salud nuevo en asilos, casas de reposo, hogares de usuario de salud de adulto mayor, hogares infantiles orfanatos, guaderías o similares, de gravedad severa"
"99334","Evaluación y manejo de un usuario de salud continuador en asilos, casas de reposo, hogares de usuario de salud de adulto mayor, hogares infantiles orfanatos, guaderías o similares, que no tiene enfermedad"
"99335","Evaluación y manejo de un usuario de salud continuador en asilos, casas de reposo, hogares de usuario de salud de adulto mayor, hogares infantiles orfanatos, guaderías o similares,de gravedad leve"
"99339","Supervisión médica individual de un usuario de salud (el usuario de salud no está presente) en casa, asilo o casa de reposo, hogar de usuario de salud de adulto mayor (p ej instalaciones de cuidado prolongado) que requiere atención compleja y modalidades de cuidado interdisciplinarios que involucren la participación frecuente de un médico para el desarrollo y/o revisión de planes de cuidado, revisión de informes del estado de los usuario de salud, revisión de los resultados de laboratorio y otros estudios, comunicaciónes (incluidas las llamadas telefonicas) con fines de Evaluación o decisiones sobre el cuidado con el(los) profesional(es) de la salud, miembro(s) de la familia(s), tutor(es) (p ej tutor legal) y/o responsable(s) clave del cuidado, integracion de nueva información en el plan de tratamiento médico y/o ajuste del tratamiento médico, dentro de un mes calendario Usualmente demora de 15 a 29 minutos"
"99385.02",Atención prectoncepcional (18 a 39 años)
"99386",Atención inicial y exhaustiva de medicina preventiva para el adulto (30 a 59 años)
"99386.01",Atención preventiva de enfermedades prevalentes para el adulto
"99386.02",Atención prectoncepcional (> 40 años)
"99386.03",Examen clínico de mama
"99386.04",Examen tacto rectal
"99387",Atención inicial y exhaustiva de medicina preventiva para el adulto mayor 60 años
"99387.01",Atención preventiva de enfermedades prevalentes para el adulto mayor
"99391",Reevaluación periodica de medicina preventiva y manejo del niño menor de 1 año
"99392",Reevaluación periodica de medicina preventiva y manejo del niño de 1 a 4 años
"99393",Reevaluación periodica de medicina preventiva y manejo del niño de 5 a 11 años
"99394",Reevaluación periodica de medicina preventiva y manejo para el adolescente (12 a 17 años)
"99395",Reevaluación periodica de medicina preventiva y manejo para el joven (18 a 29 años)
"99396",Reevaluación periodica de medicina preventiva y manejo para el adulto (30 a 59 años)
"99340","Supervisión médica individual de un usuario de salud (el usuario de salud no está presente) en casa, asilo o casa de reposo, hogar de usuario de salud de adulto mayor (p ej instalaciones de cuidado prolongado) que requiere atención compleja y modalidades de cuidado interdisciplinarios que involucren la participación frecuente de un médico para el desarrollo y/o revisión de planes de cuidado, revisión de informes del estado de los usuario de salud, revisión de los resultados de laboratorio y otros estudios, comunicaciónes (incluidas las llamadas telefonicas) con fines de evaluación o decisiones sobre el cuidado con el(los) profesional(es) de la salud, miembro(s) de la familia (s), tutor(es) (p ej tutor legal) y/o responsable(s) clave del cuidado, integracion de nueva información en el plan de tratamiento médico y/o ajuste del tratamiento médico, dentro de un mes calendario Usualmente demora de 30 minutos o más"
"99341",Consulta a domicilio para la Evaluación y manejo de un usuario de salud nuevo de no gravedad
"99342",Consulta a domicilio para la Evaluación y manejo de un usuario de salud nuevo de moderada severidad
"99343",Visita médica domiciliaria especializada
"99344","Consulta a domicilio para la Evaluación y manejo de un usuario de salud nuevo, de elevada severidad"
"99345",Consulta a domicilio para la Evaluación y manejo de un usuario de salud nuevo de gravedad severa
"99347",Consulta a domicilio para el manejo y Evaluación de un usuario de salud continuador de no gravedad
"99348",Consulta a domicilio para el manejo y Evaluación de un usuario de salud continuador de gravedad leve
"99349",Consulta a domicilio para el manejo y Evaluación de un usuario de salud continuador de gravedad moderada
"99350",Consulta a domicilio para el manejo y Evaluación de un usuario de salud continuador de gravedad severa
"99351",Consulta de atención preventiva de ITS/VIH a poblacion clave
"99366","Reunión del o los médicos tratantes con el equipo interdisciplinario de profesionales de la salud (Participación de profesional no médicos de la salud), frente a frente con el usuario de salud y/o familia La Reunión tendrá una duracion de 30 minutos o más"
"99367","Junta médica del o los médicos tratantes con el equipo interdisciplinario de profesionales de la salud, (Participación de médicos) sin la presencia del usuario de salud y/o familia La Reunión tendrá una duracion de 30 minutos o más"
"99368","Reunión del o los médicos tratantes con el equipo interdisciplinario de profesionales de la salud (Participación de profesional no médicos de la salud), sin la presencia del usuario de salud y/o familia La Reunión tendrá una duracion de 30 minutos o más"
"99374",Supervisión médica del cuidado de un usuario de salud en casa
"99381",Atención integral de salud del niño; CRED menor de 1 año
"99381.01",Atención integral de salud del niño; CRED neonato
"99381.02",Atención preventiva de enfermedades prevalentes en el neonato
"99381.03",Atención preventiva de enfermedades prevalentes en el menor de 1 año
"99382",Atención Integral de Salud del Niño-CRED de 1 a 4 años
"99382.01",Atención preventiva de enfermedades prevalentes 1 a 4 años
"99383",Atención Integral de Salud del Niño-CRED de 5 a 11 años
"99383.01",Atención preventiva de enfermedades prevalentes 5 a 11 años
"99384",Atención inicial y exhaustiva de medicina preventiva para el adolescente (12 a 17 años)
